numCells,numAuctioneers,concurrentAuctionsPerAuctioneer,maxBiddingPoolFraction,algorithm,scenario,# auctions,communication,waitTime,biddingTime,distributionScore,nMissing
100,100,2,0.10,compare_to_percentile,rolling deploy,500,6072,2.64,0.91,0.0424,0
100,100,2,0.10,all_rebid,10% start,1000,21483,4.45,0.92,0.0034,0
100,100,2,0.10,all_rebid,cold start,6300,133728,27.62,0.92,0.0154,0
100,100,2,0.10,all_rebid,rolling deploy,500,10668,2.68,0.92,0.0584,0
100,100,2,0.20,compare_to_percentile,10% start,1000,22726,4.43,0.91,0.0042,0
100,100,2,0.20,compare_to_percentile,cold start,6300,141393,27.67,1.14,0.0149,0
100,100,2,0.20,compare_to_percentile,rolling deploy,500,11132,2.67,0.91,0.0095,0
100,100,2,0.20,all_rebid,10% start,1000,43747,4.49,0.94,0.0035,0
100,100,2,0.20,all_rebid,cold start,6300,263138,27.66,0.92,0.0176,0
100,100,2,0.20,all_rebid,rolling deploy,500,20705,2.66,0.92,0.0095,0
100,100,5,0.05,compare_to_percentile,10% start,1000,13752,1.82,0.93,0.0040,0
100,100,5,0.05,compare_to_percentile,cold start,6300,79044,11.26,0.94,0.0175,0
100,100,5,0.05,compare_to_percentile,rolling deploy,500,6564,0.92,0.92,0.0372,0
100,100,5,0.05,all_rebid,10% start,1000,23646,2.00,1.11,0.0042,0
100,100,5,0.05,all_rebid,cold start,6300,137046,11.40,0.94,0.0192,0
100,100,5,0.05,all_rebid,rolling deploy,500,11277,0.93,0.93,0.0501,0
100,100,5,0.10,compare_to_percentile,10% start,1000,13620,1.82,0.93,0.0034,0
100,100,5,0.10,compare_to_percentile,cold start,6300,77952,11.25,0.93,0.0181,0
100,100,5,0.10,compare_to_percentile,rolling deploy,500,6672,0.92,0.92,0.0435,0
100,100,5,0.10,all_rebid,10% start,1000,23142,1.83,0.92,0.0048,0
100,100,5,0.10,all_rebid,cold start,6300,138012,11.31,0.95,0.0184,0
100,100,5,0.10,all_rebid,rolling deploy,500,11466,0.93,0.93,0.0371,0
100,100,5,0.20,compare_to_percentile,10% start,1000,26620,1.85,0.94,0.0035,0
100,100,5,0.20,compare_to_percentile,cold start,6300,147818,11.31,0.94,0.0143,0
100,100,5,0.20,compare_to_percentile,rolling deploy,500,13596,1.11,1.11,0.0095,0
100,100,5,0.20,all_rebid,10% start,1000,53997,1.90,0.98,0.0048,0
100,100,5,0.20,all_rebid,cold start,6300,277980,11.36,1.03,0.0146,0
100,100,5,0.20,all_rebid,rolling deploy,500,22386,0.93,0.93,0.0095,0
150,150,1,0.05,compare_to_percentile,10% start,1500,18036,8.86,0.92,0.0820,0
150,150,1,0.05,compare_to_percentile,cold start,9450,114144,54.46,0.95,0.0838,0
150,150,1,0.05,compare_to_percentile,rolling deploy,800,9624,5.27,0.91,0.0930,0
150,150,1,0.05,all_rebid,10% start,1500,31752,8.77,0.91,0.0820,0
150,150,1,0.05,all_rebid,cold start,9450,199437,54.62,1.05,0.0833,0
150,150,1,0.05,all_rebid,rolling deploy,800,16863,5.29,0.92,0.0958,0
150,150,1,0.10,compare_to_percentile,10% start,1500,25687,8.84,1.04,0.0820,0
150,150,1,0.10,compare_to_percentile,cold start,9450,162231,54.53,1.06,0.0832,0
150,150,1,0.10,compare_to_percentile,rolling deploy,800,13634,5.26,0.91,0.0824,0
150,150,1,0.10,all_rebid,10% start,1500,46779,8.77,0.92,0.0820,0
150,150,1,0.10,all_rebid,cold start,9450,294995,54.77,1.06,0.0832,0
150,150,1,0.10,all_rebid,rolling deploy,800,24831,5.31,0.91,0.0824,0
150,150,1,0.20,compare_to_percentile,10% start,1500,48640,8.84,1.10,0.0820,0
150,150,1,0.20,compare_to_percentile,cold start,9450,307008,54.65,1.12,0.0836,0
150,150,1,0.20,compare_to_percentile,rolling deploy,800,25664,5.32,0.91,0.0824,0
150,150,1,0.20,all_rebid,10% start,1500,92049,8.81,0.93,0.0820,0
150,150,1,0.20,all_rebid,cold start,9450,585600,54.85,1.05,0.0830,0
150,150,1,0.20,all_rebid,rolling deploy,800,48983,5.29,0.92,0.0824,0
150,150,2,0.05,compare_to_percentile,10% start,1500,18240,4.42,0.91,0.0820,0
150,150,2,0.05,compare_to_percentile,cold start,9450,114972,27.64,1.00,0.0837,0
150,150,2,0.05,compare_to_percentile,rolling deploy,800,9672,2.78,1.09,0.0912,0
150,150,2,0.05,all_rebid,10% start,1500,31962,4.47,0.92,0.0820,0
150,150,2,0.05,all_rebid,cold start,9450,200275,27.67,0.95,0.0848,0
150,150,2,0.05,all_rebid,rolling deploy,800,16905,2.69,0.91,0.1007,0
150,150,2,0.10,compare_to_percentile,10% start,1500,25857,4.43,0.92,0.0820,0
150,150,2,0.10,compare_to_percentile,cold start,9450,163795,27.63,0.92,0.0837,0
150,150,2,0.10,compare_to_percentile,rolling deploy,800,13668,2.67,0.91,0.0824,0
150,150,2,0.10,all_rebid,10% start,1500,47399,4.45,0.92,0.0820,0
150,150,2,0.10,all_rebid,cold start,9450,299892,27.79,0.96,0.0839,0
150,150,2,0.10,all_rebid,rolling deploy,800,25017,2.70,0.92,0.0824,0
150,150,2,0.20,compare_to_percentile,10% start,1500,50560,4.49,0.94,0.0820,0
150,150,2,0.20,compare_to_percentile,cold start,9450,313504,27.68,0.92,0.0834,0
150,150,2,0.20,compare_to_percentile,rolling deploy,800,25856,2.70,0.92,0.0824,0
150,150,2,0.20,all_rebid,10% start,1500,94733,4.52,0.93,0.0820,0
150,150,2,0.20,all_rebid,cold start,9450,597372,27.78,0.95,0.0836,0
150,150,2,0.20,all_rebid,rolling deploy,800,49105,2.70,0.92,0.0824,0
150,150,5,0.05,compare_to_percentile,10% start,1500,19344,1.83,0.93,0.0820,0
150,150,5,0.05,compare_to_percentile,cold start,9450,116664,11.26,0.92,0.0840,0
150,150,5,0.05,compare_to_percentile,rolling deploy,800,10020,1.75,0.92,0.0872,0
150,150,5,0.05,all_rebid,10% start,1500,33348,1.82,0.94,0.0820,0
150,150,5,0.05,all_rebid,cold start,9450,203866,11.33,0.93,0.0840,0
150,150,5,0.05,all_rebid,rolling deploy,800,17598,1.77,0.93,0.0901,0
150,150,5,0.10,compare_to_percentile,10% start,1500,28118,1.82,0.93,0.0820,0
150,150,5,0.10,compare_to_percentile,cold start,9450,168827,11.29,0.95,0.0836,0
150,150,5,0.10,compare_to_percentile,rolling deploy,800,14093,1.74,0.91,0.0824,0
150,150,5,0.10,all_rebid,10% start,1500,49755,1.83,0.93,0.0820,0
150,150,5,0.10,all_rebid,cold start,9450,304668,11.36,0.94,0.0839,0
150,150,5,0.10,all_rebid,rolling deploy,800,25916,1.77,0.94,0.0824,0
150,150,5,0.20,compare_to_percentile,10% start,1500,56672,1.87,0.98,0.0820,0
150,150,5,0.20,compare_to_percentile,cold start,9450,330208,11.32,1.03,0.0836,0
150,150,5,0.20,compare_to_percentile,rolling deploy,800,31136,1.79,0.96,0.0824,0
150,150,5,0.20,all_rebid,10% start,1500,107360,1.92,1.01,0.0820,0
150,150,5,0.20,all_rebid,cold start,9450,658235,11.68,1.32,0.0833,0
150,150,5,0.20,all_rebid,rolling deploy,800,55083,1.82,1.00,0.0824,0
200,200,1,0.05,compare_to_percentile,10% start,2000,24072,8.81,0.91,0.0710,0
200,200,1,0.05,compare_to_percentile,cold start,12600,152160,54.49,1.13,0.0733,0
200,200,1,0.05,compare_to_percentile,rolling deploy,1000,12024,4.42,0.92,0.0864,0
200,200,1,0.05,all_rebid,10% start,2000,42126,8.77,0.92,0.0710,0
200,200,1,0.05,all_rebid,cold start,12600,265923,54.61,0.93,0.0737,0
200,200,1,0.05,all_rebid,rolling deploy,1000,21021,4.45,0.91,0.0884,0
200,200,1,0.10,compare_to_percentile,10% start,2000,44374,8.85,1.03,0.0710,0
200,200,1,0.10,compare_to_percentile,cold start,12600,280038,54.49,1.11,0.0725,0
200,200,1,0.10,compare_to_percentile,rolling deploy,1000,22000,4.42,0.91,0.0715,0
200,200,1,0.10,all_rebid,10% start,2000,82369,8.79,0.92,0.0709,0
200,200,1,0.10,all_rebid,cold start,12600,521889,54.56,1.10,0.0727,0
200,200,1,0.10,all_rebid,rolling deploy,1000,41082,4.43,0.92,0.0715,0
200,200,1,0.20,compare_to_percentile,10% start,2000,84504,8.84,0.92,0.0709,0
200,200,1,0.20,compare_to_percentile,cold start,12600,538986,54.69,0.98,0.0724,0
200,200,1,0.20,compare_to_percentile,rolling deploy,1000,42252,4.57,1.11,0.0715,0
200,200,1,0.20,all_rebid,10% start,2000,163620,8.84,1.07,0.0709,0
200,200,1,0.20,all_rebid,cold start,12600,1044981,55.04,1.15,0.0726,0
200,200,1,0.20,all_rebid,rolling deploy,1000,81243,4.52,1.09,0.0715,0
200,200,2,0.05,compare_to_percentile,10% start,2000,24192,4.44,0.91,0.0710,0
200,200,2,0.05,compare_to_percentile,cold start,12600,152736,27.56,0.95,0.0733,0
